city,country,iso2,lat,lng,query,place_id,name,addr,place_lat,place_lng,tz_id,tz_rawoffset,tz_dstoffset
Kabul,Afghanistan,AF,34.5167,69.1833,park,ChIJbWAhh7hu0TgRaDRVJl_nI_w,پارک شهر نو,"Shahre Now Park، Kabul, Afghanistan",34.5339042,69.1689984,Asia/Kabul,16200,0
Kabul,Afghanistan,AF,34.5167,69.1833,street market,ChIJO3c4mrRu0TgRmqWoQXCVIVk,Golbahar Center Bank e Millie Afghan,"Kabul, Afghanistan",34.5232712,69.17346859999999,Asia/Kabul,16200,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,bar,ChIJ2Uj7kcDKvJURzFx4ATwvHMw,Dellepiane Bar,"Luis Dellepiane 685, C1019 CABA, Argentina",-34.6009435,-58.3909198,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,mall,ChIJP9FLhYzKvJURoUraVMD1DPw,Abasto de Buenos Aires,"Av. Corrientes 3247, C1193 CABA, Argentina",-34.6038897,-58.41099820000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,mall,ChIJlXOtb2W1vJURpg0p1aOr42Q,Alcorta Mall,"Jerónimo Salguero 3172, C1425 CABA, Argentina",-34.5744668,-58.4038029,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,mall,ChIJIRWq0oPKvJURoBsCDf5Bqcc,Alto Palermo,"Av. Santa Fe 3253, C1091 CABA, Argentina",-34.5878627,-58.41016060000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,mall,ChIJr_waC8vKvJURnJ45T8-lU40,Galerías Pacífico,"Av. Córdoba 550, C1054 CABA, Argentina",-34.5992344,-58.3747818,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,mall,ChIJ5SwBkKLKvJURKJZdVKCCu9U,Recoleta Mall,"Vicente López 2050, C1126 CABA, Argentina",-34.5891384,-58.3939348,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJD6zmAT7LvJURz-tlIiO4E7E,Florentino Ameghino Park,"Sta Cruz, C1282 CABA",-34.6364552,-58.39410789999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJewp303e1vJURrDtuJI_Wdq4,Mayor Seeber Square,"Av. Sarmiento, Buenos Aires, Argentina",-34.575394700000004,-58.4171004,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJyfjP4dk0o5URsFLZkfOvwXI,Micaela Bastidas Park,Buenos Aires,-34.615319799999995,-58.36044920000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJY7v2kSg1o5URwfnHzj56_6M,Mujeres Argentinas Park,"Juana Manso, Buenos Aires",-34.607352899999995,-58.361796,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJYeuUiWjKvJURbqivfQrfVdA,Parque Centenario,"Av. Díaz Vélez, C1414 CABA",-34.60649960000001,-58.4356338,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJBSwedjnLvJURXX34aCuJd6k,Parque España,C1282 Buenos Aires,-34.634463700000005,-58.38595400000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJzUXgvH21vJURmgmG5hpUBCc,Parque Las Heras,"French, C1425 CABA",-34.5841026,-58.40801620000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJlfwm7sw0o5URYMQbNmnr3i4,Parque Lezama,"Av. Brasil, C1143 CABA, Argentina",-34.6265523,-58.369556,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJ3_VmO6TKvJUReBNAK9tnIfk,Parque Thays,"Barrio, Buenos Aires",-34.5847947,-58.38712219999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJuWh329DKvJURXJUvD9wTdeE,Plaza La Pampa Province,C1072 Buenos Aires,-34.6114059,-58.3807659,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJpSAB-cXKvJURj2P83WlerSQ,Plaza Lavalle,"Lavalle 1200, C1043 AAL, Buenos Aires",-34.6020577,-58.384511,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJnUiQkejKvJURxFUI9DmyhyY,Plaza Primero de Mayo,"Av. Hipólito Yrigoyen 2200, C1089AAP CABA",-34.611239399999995,-58.3981627,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJwwt5Tb7KvJURCU5pwHxZS_w,Plaza Rodríguez Peña,C1021 Buenos Aires,-34.5978593,-58.392512,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,park,ChIJTSsxGTM1o5UR4oT6JUqoa1g,Plaza Roma,"Av. Leandro N. Alem, C1048 CABA",-34.6012282,-58.369721,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,shopping,ChIJXcKOJDQzo5URu8Fm7pohjEM,Alto Avellaneda Shopping,"Gral. Güemes 897, B1873 BOC, Buenos Aires",-34.67712849999999,-58.36793290000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,shopping,ChIJzYQmM9e3vJUROcWm37tV7tk,Devoto Shopping,"Quevedo 3365, C1417 CABA",-34.61173700000001,-58.51776579999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,shopping,ChIJ6ZckKe6wvJURKPVHh-URpvk,Unicenter Shopping,"Paraná 3745, Martínez, Buenos Aires",-34.5075874,-58.52531269999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJwewKkMu3vJUREHcKbgVc5yw,Arenales Park,"Mercedes 4058, C1419 BGJ, Buenos Aires",-34.5993652,-58.5122799,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJp2ooqc21vJURg6AZ1de0qNg,Barrancas de Belgrano,"La Pampa 1781, C1428EAC CABA",-34.559804,-58.449174000000006,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJP9VSss21vJURxihHiGGcGxM,Barrancas de Belgrano,"Mariscal Antonio José de Sucre 1683-1743, Buenos Aires",-34.560529200000005,-58.44836529999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJ7RNuPKS1vJURiR7kLC7sLro,Cnel. Jordan C. Wysocki Park,Buenos Aires,-34.5632922,-58.42407660000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJTd6D_7O1vJURStSyaUwFbGs,Lagos De Regatas De Palermo,"Av. Ernesto Tornquist 80, Buenos Aires",-34.55730560000001,-58.4342772,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJW3Va2NrKvJUROiaH5K0ualk,Palacio Barolo,"Av. de Mayo 1370, C1085 CABA",-34.6095914,-58.3858428,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJifSktCzLvJURsTMaMFXLu3E,Plaza Dorrego,"Humberto 1º 400, C1103 CABA",-34.620510499999995,-58.37175600000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,sights,ChIJl9_7lx81o5URTyXCnVNNCgw,Reserva Ecológica Costanera Sur,"Buenos Aires, Buenos Aires Province, Argentina",-34.6081059,-58.35092170000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,street market,ChIJS4-Wh7zKvJURVAarHjmVg_s,Carrefour Market,"Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",-34.5920594,-58.38983929999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,street market,ChIJS1pXWlIzo5URtWddUBtoQJQ,Carrefour Market,"Av. Manuel Belgrano 422, B1870 Avellaneda, Buenos Aires, Argentina",-34.6614304,-58.36802290000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,street market,ChIJPXxXcLS2vJURhELW_TMOMbo,Carrefour Market,"Av. Maipú 940, B1638 Vicente López, Buenos Aires, Argentina",-34.529433600000004,-58.48146189999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,street market,ChIJd6X6tcTOvJURS4pTaQpq9Gk,Central Market of Buenos Aires,"RN A002 S/N, B1771 Tapiales, Buenos Aires, Argentina",-34.7094005,-58.502247200000006,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,street market,ChIJK6ZIOey1vJURRsDwx3S4Bwk,El mercado de las pulgas,"Av. Dorrego 1650, C1427 CCN, Buenos Aires, Argentina",-34.5825278,-58.44431379999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,street market,ChIJf7oW4BrJvJURmHDyM0QfaoI,Liniers Market LLC,"Av. Lisandro de la Torre 2406, C1440 ECZ, Buenos Aires, Argentina",-34.66329959999999,-58.4985129,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,street market,ChIJl5DBDkTKvJURGK6ProJCszA,Rivadavia Park,"Av. Rivadavia 4950, C1424 CABA, Argentina",-34.6182698,-58.4351265,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,supermarket,ChIJh5h_ncTKvJURB0UlqsDZFMo,COTO,"Bartolomé Mitre 1560, C1037 ABD, Buenos Aires, Argentina",-34.6078863,-58.3888302,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,supermarket,ChIJ-RipWM_KvJURLksgUfbE0a8,Carrefour Market,"Av. Corrientes 1160, 1043 CABA, Argentina",-34.6038206,-58.3830228,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,tourist information,ChIJsQqBvZ-1vJURbm-7dxt8fgM,Bosques De Palermo,"Av. Infanta Isabel 410, Buenos Aires, Argentina",-34.57127620000001,-58.41729640000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,tourist information,ChIJAZygNsPKvJUR05SnBb3jAsc,Congressional Plaza,"C1033 Buenos Aires, Argentina",-34.60970820000001,-58.39033339999999,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,tourist information,ChIJX1k1_oG1vJURXnF498N2HoA,Jardín Botánico Carlos Thays,"C1425 Buenos Aires, Argentina",-34.5825491,-58.41735,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,tourist information,ChIJ217apvCpSgARi1VOI06tvhE,Obelisco,"Av. 9 de Julio s/n, C1043 CABA, Argentina",-34.6037389,-58.3815704,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,tourist information,ChIJ10xgN561vJURkon23PB48-E,Paseo El Rosedal,"Buenos Aires, Argentina",-34.5706506,-58.41729960000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,tourist information,ChIJbSLzQyk1o5URPBMjt-fRU98,Puente De La Mujer,"C1113 Buenos Aires, Argentina",-34.607987,-58.36513710000001,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,tourist information,ChIJIxYSMMbKvJURqZGJyCpvOFM,Teatro Colón,"Cerrito 628, C1010 CABA, Argentina",-34.601040600000005,-58.3830786,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJacCoa_LKvJURkiz-1eM4WB4,Estación Once,"C1198 Buenos Aires, Argentina",-34.6083758,-58.4070088,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJ-bAhVU7JvJURGs3j3NvtWuY,Lugano,"Somellera 5739, 1439 CABA",-34.6773043,-58.4770003,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJt1yo9Za1vJURUl08aXKN_sc,Mtro. Carranza,"Buenos Aires, Argentina",-34.57569470000001,-58.4351655,America/Buenos_Aires,-10800,0
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJiY6tebPKvJURwmyqs_itvhc,Rail Line Belgrano Norte - Retiro Station,"Buenos Aires, Argentina",-34.589896100000004,-58.3743491,America/Buenos_Aires,-10800,0
Canberra,Australia,AU,-35.283,149.129,hardware store,ChIJs8XJwKtNFmsR6wigjLsr51I,Bunnings Canberra Airport,"Canberra Airport, 971 Majura Rd, Majura Park ACT 2609, Australia",-35.29312210000001,149.1912836,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,mall,ChIJ__9RT-9MFmsRpdIDmtDvgSs,Manuka Shopping Precinct,"Franklin St, Griffith ACT 2603, Australia",-35.320117,149.13355280000005,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,mall,ChIJccVwoEJNFmsRpk7Kh1IUoYk,No Name Lane,"40 Marcus Clarke St, Canberra ACT 2601, Australia",-35.2785395,149.12701950000005,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,park,ChIJoTvEfyRNFmsRgCEEETuvBdE,Canberra Nara Peace Park,"Yarralumla ACT 2600, Australia",-35.2984088,149.1212779,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJB3tFOEtNFmsR4C1Xi2_qAA8,Australian National Botanic Gardens,"Clunies Ross St, Acton ACT 2601, Australia",-35.27887800000001,149.108918,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJywhNwrqyF2sR0DNXi2_qAA8,Black Mountain Nature Reserve,Mitchell ACT 2911,-35.2662531,149.0955658,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJyVCSt3tSFmsRuisG4DhEWuo,Mount Ainslie Lookout,"20 Mount Ainslie Dr, Australian Capital Territory 2609, Australia",-35.2703529,149.1580644,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJEcVKpxdNFmsRdwaQCoeBlmk,National Library of Australia,"Parkes Pl W, Canberra ACT 2600",-35.2966239,149.1298218,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJCUsl4BhNFmsRhaBxEayyx04,Old Parliament House,"18 King George Terrace, Parkes ACT 2600, Australia",-35.3022644,149.1297341,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJeb_-XhdNFmsR5ZuDF8x3UFw,Questacon - National Science and Technology Centre,"King Edward Terrace, Parkes ACT 2600, Australia",-35.29850689999999,149.1315243,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJLUL366VMFmsR4FdXi2_qAA8,Red Hill Nature Reserve,Red Hill ACT 2603,-35.3300715,149.11846119999996,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJDQgWf0lNFmsRrpHClzwPRXA,Telstra Tower,"100 Black Mountain Dr, Acton ACT 2601",-35.275577899999995,149.0978081,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,sights,ChIJXzx02ZlUFmsRnTsCd2d7DrU,Yerrabi Pond District Park,"Wunderlich St, Gungahlin ACT 2912",-35.1794936,149.1309221,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,street market,ChIJDb9QbFdMFmsRK_MX194_ApQ,Fyshwick Fresh Food Markets,"36 Mildura St, Fyshwick ACT 2609, Australia",-35.32416079999999,149.1547409,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,supermarket,ChIJXdzI8mVNFmsRipJn2mLYdmc,ALDI Canberra CBD,"AG09 Bunda St, Canberra ACT 2600, Australia",-35.27914579999999,149.1342906,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,supermarket,ChIJjVRG6GVNFmsR1sDCsXw-w3Q,Coles Canberra Civic,"Bunda St & Petrie St Canberra, Civic ACT 2601, Australia",-35.2784496,149.133613,Australia/Sydney,36000,3600
Canberra,Australia,AU,-35.283,149.129,supermarket,ChIJsc9euohSFmsRVHJ1pIvs4Ag,IGA Ainslie,"9/11 Edgar St, Ainslie ACT 2602, Australia",-35.261979,149.144987,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,club,ChIJX4oqSz6uEmsRrf33asrgvPg,City Tattersalls Club,"198 Pitt St, Sydney NSW 2000, Australia",-33.8711059,151.2083592,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,mall,ChIJS-17vD-uEmsRTETZZzs9F6g,Pitt Street Mall,"182 Pitt St, Sydney NSW 2000, Australia",-33.869754,151.208405,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,park,ChIJTxfjQUGuEmsRgCDx-Wh9AQ8,Lang Park,"Lang St, Sydney NSW 2000, Australia",-33.863694,151.2058971,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,park,ChIJj-xvqSCuEmsRmNDLZn9rr0c,Prince Alfred Park,"Chalmers St, Surry Hills NSW 2010, Australia",-33.8885941,151.2044423,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,park,ChIJaZrLHzuuEmsRYPzx-Wh9AQ8,Tumbalong Park,"11 Harbour St, Sydney NSW 2000, Australia",-33.875688399999994,151.20172659999997,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,park,ChIJizNbddaxEmsRUC-ABnVhAjA,Victoria Park,"Parramatta Rd, Broadway NSW 2008, Australia",-33.8863859,151.1928046,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJ7TRHa5ekEmsRUELx-Wh9AQ8,Blaxland Riverside Park,"Jamieson St, Sydney Olympic Park NSW 2127",-33.826908200000005,151.0591726,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJo7Ntu_OuEmsRaX-EEnZoAwc,Blues Point Reserve,"Blues Point Rd, North Sydney NSW 2060",-33.849866299999995,151.2038631,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJeYQaVputEmsRGyql39kOMIA,Bondi to Bronte Coastal Walk,"1 Notts Ave, Bondi Beach NSW 2026",-33.8961042,151.27470219999998,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJQyYU8QOrEmsRFno4dKGQTYo,Manly Beach,"N Steyne, Manly NSW 2095",-33.7897311,151.28778400000004,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJx5lHT0WsEmsRGF8-5CrmeRc,Nielsen Park,"6 Steele Point Rd, Vaucluse NSW 2030",-33.8510739,151.2680222,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJ-U6CWeGiEmsR8MTx-Wh9AQ8,Parramatta Park,"Pitt St &, Macquarie St, Parramatta NSW 2150",-33.8087399,150.99494730000004,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJu_wnv1isEmsRsOnx-Wh9AQ8,Parsley Bay Reserve,"Parsley Rd, Vaucluse NSW 2030",-33.852237,151.278087,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJWaTdYGuuEmsRoOfx-Wh9AQ8,Royal Botanic Gardens,"Mrs Macquaries Rd, Sydney NSW 2000, Australia",-33.8641859,151.2165708,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJQSMg0N2wEmsRsKldaZazkA8,Shep's Mound,"Ross Smith Ave, Mascot NSW 2020",-33.94485239999999,151.1801366,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJq6qqWiSsEmsRJuIpepyEua4,Taronga Zoo Sydney,"Bradleys Head Rd, Mosman NSW 2088, Australia",-33.8435473,151.2413418,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,sights,ChIJqVVpmPSuEmsRd8WEFt6XOQc,Wendy Whiteley's Secret Garden,"Lavender St, Lavender Bay NSW 2060",-33.84385,151.20814719999996,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,street market,ChIJP-54FNSoEmsRE9-n09xuJUg,Chatswood Mall Market,"443 Victoria Ave, Chatswood NSW 2067, Australia",-33.796403600000005,151.18211630000002,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,street market,ChIJyzKFaDCpEmsRd1JtZuvX0UM,Harris Farm Markets,"201 High St, Willoughby NSW 2068, Australia",-33.7959564,151.20076469999998,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,street market,ChIJf0CnfZmtEmsRO_3CPNEpse0,Harris Farm Markets Bondi Beach,"61 Hall St, Bondi Beach NSW 2026, Australia",-33.8895177,151.27179919999998,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,street market,ChIJCVznMQ2uEmsRFjZyFUGQEIU,Harris Farm Markets Potts Point,"ERA & The Village Centre on Springfield, 30 Springfield Ave, Potts Point NSW 2011, Australia",-33.8729632,151.2240226,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,street market,ChIJtSxTkCSuEmsR-vGr9RrZSko,Paddy's Market Haymarket,"9-13 Hay St, Sydney NSW 2000, Australia",-33.8799586,151.20359919999999,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,supermarket,ChIJ1wXrv_KuEmsRWlwSg5DpReg,Coles North Sydney,"99 Walker St, North Sydney NSW 2055, Australia",-33.839336200000005,151.2090148,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,supermarket,ChIJ0xyH_kCuEmsR-yW2usxv5qc,Coles Wynyard Express,"Wynyard Railway Concourse Wynyard St &, Carrington St, Sydney NSW 2000, Australia",-33.8657301,151.2061456,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,supermarket,ChIJOWK0OmavEmsRgIbjtIAXsNg,Woolworths Metro,"185 Pitt St, Sydney NSW 2000, Australia",-33.8692381,151.2081688,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,supermarket,ChIJo8ZIgT6uEmsRYhbUtXBWzhg,Woolworths Town Hall,"Park St and Sydney, NSW 2000, Australia",-33.873115500000004,151.2071765,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,tourist information,ChIJDflB7BWuEmsRYPbx-Wh9AQ8,Hyde Park,"Elizabeth St, Sydney NSW 2000, Australia",-33.873138299999994,151.2112757,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,tourist information,ChIJQ9b_zXquEmsRY6cF2rm2v0M,Mrs Macquarie's Chair,"1d Mrs Macquaries Rd, Sydney NSW 2000, Australia",-33.8596569,151.2225335,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,train station,ChIJpcfaaCGuEmsRcTRNZkqb51U,Central,"Eddy Ave, Haymarket NSW 2000, Australia",-33.8826209,151.2065819,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,train station,ChIJOWBULGiuEmsRoSJ5WA2U2hY,Circular Quay,"Circular Quay Railway Station, Alfred St, Sydney NSW 2000, Australia",-33.86118010000001,151.21069369999995,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,train station,ChIJo2ODlmquEmsRnMfTFeHQcvs,Martin Place Station,"Sydney NSW 2000, Australia",-33.867924,151.211807,Australia/Sydney,36000,3600
Sydney,Australia,AU,-33.865,151.209444,train station,ChIJcexqOBWuEmsRK1a72WYib80,St James Station,"Sydney NSW 2000, Australia",-33.8706943,151.2104294,Australia/Sydney,36000,3600
Graz,Austria,AT,47.07103,15.43811,park,ChIJ0Ywoy3w1bkcR-6bqoxU0bGY,Augarten,"Wielandgasse 43, 8010 Graz",47.0613889,15.4358333,Europe/Vienna,3600,3600
Graz,Austria,AT,47.07103,15.43811,park,ChIJf2tweYE1bkcRIqUGeh31GN0,Graz Park,"Stadtpark 1, 8010 Graz",47.07461869999999,15.4443393,Europe/Vienna,3600,3600
Graz,Austria,AT,47.07103,15.43811,park,ChIJdUUH-Z01bkcRjWK3oUNKQik,"Volksgarten, Graz","Mühlgasse 25, 8020 Graz",47.0734737,15.4272805,Europe/Vienna,3600,3600
Graz,Austria,AT,47.07103,15.43811,street market,ChIJl1z8MYBKbkcRd_ggsdsX7ws,Bauernmarkt Kaiser-Josef-Platz,"Kaiser-Josef-Platz 8010, 8010 Graz, Austria",47.06851210000001,15.446756599999999,Europe/Vienna,3600,3600
Graz,Austria,AT,47.07103,15.43811,street market,ChIJv2tFqp01bkcRRqxNTqH01nw,Bauernmarkt Lendplatz,"Lendpl., 8020 Graz, Austria",47.0749485,15.430944699999998,Europe/Vienna,3600,3600
Graz,Austria,AT,47.07103,15.43811,tourist information,ChIJCaYTWoI1bkcRiRtBdigmrRI,Clock Tower,"Am Schlossberg, 8010 Graz, Austria",47.07363729999999,15.437717499999998,Europe/Vienna,3600,3600
Graz,Austria,AT,47.07103,15.43811,tourist information,ChIJzZ4vsXg1bkcROp5F9dtMudk,Hauptplatz Graz,"Hauptpl. 1, 8010 Graz, Austria",47.070536,15.4385635,Europe/Vienna,3600,3600
Graz,Austria,AT,47.07103,15.43811,train station,ChIJqUyVUGk1bkcRkcudwFYUL8s,Graz Don Bosco,"8020 Graz, Austria",47.0580203,15.419052,Europe/Vienna,3600,3600
Vienna,Austria,AT,48.2,16.3666,park,ChIJBTqTk9SpbUcRZ0RoFzYpuQ4,Alois-Drasche-Park,1040 Vienna,48.1863317,16.3678882,Europe/Vienna,3600,3600
Vienna,Austria,AT,48.2,16.3666,park,ChIJp6wBbW8HbUcRQlphsTs6Y8E,Arenbergpark,"Dannebergpl. 9, 1030 Wien",48.198319500000004,16.3917544,Europe/Vienna,3600,3600
Vienna,Austria,AT,48.2,16.3666,park,ChIJNZQq7COobUcRGE3svmY7gTg,Bruno-Kreisky Park,"Sankt-Johann-Park, K, 1050 Wien",48.1880715,16.3438542,Europe/Vienna,3600,3600
Vienna,Austria,AT,48.2,16.3666,park,ChIJ1-Z8mtypbUcRdZ2T_nZYHKE,Helmut-Zilk-Park,"Hlawkagasse 2, 1100 Wien",48.1797646,16.3829883,Europe/Vienna,3600,3600
Vienna,Austria,AT,48.2,16.3666,park,ChIJQ86JVSqqbUcR7sRyFluHzVM,Kurpark Oberlaa,"Laaer-Berg-Straße, 1100 Wien",48.14862249999999,16.3997458,Europe/Vienna,3600,3600
Vienna,Austria,AT,48.2,16.3666,park,ChIJnSpsGgIHbUcREc4DCsnIHmw,Rudolf-Bednar-Park,"Krakauer Str. 17, 1020 Wien",48.2261456,16.396755499999998,Europe/Vienna,3600,3600
Vienna,Austria,AT,48.2,16.3666,park,ChIJbbP9f9KpbUcRILUPsjDvtvI,Waldmüller Park,"Waldmüllerpark, 1100 Wien",48.1807671,16.365465,Europe/Vienna,3600,3600
