city,country,iso2,lat,lng,query,place_id,name,addr,place_lat,place_lng,tz_id,tz_rawoffset,tz_dstoffset
Cologne,Germany,DE,50.936389,6.9527779999999995,supermarket,ChIJB8T0JwAlv0cR1JgrAJJa1v8,REWE Rahmati,"Hohenstaufenring 29-37, 50674 Köln",50.93174519999999,6.9400197,Europe/Berlin,3600,3600
Cologne,Germany,DE,50.936389,6.9527779999999995,supermarket,ChIJV96qIsklv0cRlj2YdUnXi3I,REWE Rahmati,"Deutzer Freiheit 84-86, 50679 Köln",50.93670179999999,6.974764200000001,Europe/Berlin,3600,3600
Cologne,Germany,DE,50.936389,6.9527779999999995,supermarket,ChIJD2fB6RQlv0cR9Poddeh_hGs,REWE Rahmati,"Subbelrather Str. 168-170, 50823 Köln",50.9522024,6.925814799999999,Europe/Berlin,3600,3600
Cologne,Germany,DE,50.936389,6.9527779999999995,supermarket,ChIJL631H68lv0cRArPtL5j97hM,REWE Richrath,"Schwertnergasse 1, 50667 Köln",50.93880799999999,6.952292,Europe/Berlin,3600,3600
Cologne,Germany,DE,50.936389,6.952778,tourist information,ChIJ_2v9UrAlv0cRomsfQngEsH4,Old Market,"Alter Markt 47, 50667 Köln, Germany",50.938872100000005,6.9597373,Europe/Berlin,3600,3600
Cologne,Germany,DE,50.936389,6.9527779999999995,tourist information,ChIJycChxVAkv0cReWekbd6YLUI,"Volksgarten, Cologne","Eifelstraße, 50677 Köln, Germany",50.92004379999999,6.9476217,Europe/Berlin,3600,3600
Cologne,Germany,DE,50.936389,6.9527779999999995,train station,ChIJmY9JK6Ulv0cRkNik00YUhZU,Cologne Central Station,"Trankgasse 11, 50667 Köln",50.9432141,6.958601700000001,Europe/Berlin,3600,3600
Cologne,Germany,DE,50.936389,6.952778,train station,ChIJcUReRXElv0cRKjszkliclRI,"Köln, Nippes S-Bahn","50739 Cologne, Germany",50.95842800000001,6.941491,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,hardware store,ChIJRyJ0q7DaCUcRuD4PZ_qD1oo,toom Baumarkt (nur Abholung nach Reservierung),"Gompitzer Höhe 5, 01156 Dresden",51.0392677,13.6296288,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,hardware store,ChIJDUfX08THCUcRsByUPevH-uY,toom Baumarkt (nur Abholung nach Reservierung),"Leubener Str. 61, 01279 Dresden",51.01768879999999,13.832004000000001,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,hardware store,ChIJ5wew4tvECUcRbjbJW1XaKOQ,toom Baumarkt (offen für Gewerbetreibende),"Schachtstraße 8C, 01705 Freital",51.00452629999999,13.6490277,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJvxNN1x3MCUcRKmRzNLpCgFA,Fontane Center,"Putbuser Weg, 01109 Dresden",51.1235186,13.7840937,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJ3dGdD63ICUcRujHZhxTlrDY,Haus Akzent am Fetscherplatz,"Fetscherpl. 2, 01307 Dresden",51.046566,13.770504,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJ5WfNlorFCUcRG_wLXqJ9XOA,Kugelhaus am Wiener Platz,"Wr. Pl. 10, 01069 Dresden",51.0413229,13.7329777,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJ____Bn_FCUcRlpBO81uOHuU,Löbtau Passage,"Kesselsdorfer Str. 3, 01159 Dresden",51.04349999999999,13.7037,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJcS7vSFnFCUcRhYR_Qvs8q94,SACHSEN FORUM Dresden,"Merianpl. 3-4, 01169 Dresden",51.04555560000001,13.669166699999998,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJXYfO4FDPCUcRK2Cr7RLpfBU,SP1,"Straßburger Pl. 1, 01307 Dresden",51.0463576,13.7565165,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJ34yFWZTICUcR1Fo64RtizWQ,SchillerGalerie Dresden,"Loschwitzer Str. 52A, 01309 Dresden",51.05182199999999,13.8048369,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJg7iQDybGCUcRXuN9HuThNE4,Seidnitz Center,"Enderstraße 59, 01277 Dresden",51.02929049999999,13.803228099999998,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJkyYzvq7ECUcRPTXGt3v8CYc,Weißeritz Park Freital,"An der Spinnerei 8, 01705 Freital",50.9764709,13.6221828,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,mall,ChIJl5JmHpTHCUcRaVPcoqVi2Z0,Zschach Center,"Pirnaer Landstraße 230, 01259 Dresden",51.0024568,13.8412995,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,park,ChIJqetbRSrPCUcRIALiQux8mqQ,Alaun Park,01099 Dresden,51.0708059,13.757233800000002,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,park,ChIJGayesTzPCUcRwPrHg6aUVK0,Alaunpark,01099 Dresden,51.0702841,13.7558395,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,sights,ChIJ5SPHOJPICUcRFW9mXwn9LQo,Loschwitz Bridge,"Loschwitzer Brücke, 01326 Dresden",51.053432,13.8102329,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,street market,ChIJ02lwL0DPCUcRwyw8ohmmCBc,Neustädter Markthalle,"Metzer Str. 1, 01097 Dresden, Germany",51.0603209,13.7447117,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,street market,ChIJPVEt4mDPCUcRi8Q7zB6iW1U,dm-drogerie markt,"Prager Str. 3a, 01069 Dresden, Germany",51.0425175,13.734664000000002,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJg_nUPNXJCUcRQadKO6M9va4,Kaufland,"An der Prießnitzaue 3, 01328 Dresden",51.06654409999999,13.893612,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJl9kjnb_FCUcRIY90fHXY00k,Kaufland Dresden-Kleinpestitz,"Kohlenstraße 18, 01189 Dresden",51.0196175,13.7223528,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJJ0X00xLMCUcR7fuKdN3MfVg,Kaufland Dresden-Weixdorf,"Hohenbusch-Markt 1, 01108 Dresden",51.14138579999999,13.7957438,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJf3WZfVvPCUcR_mIKQ7x3RsE,Lidl,"Grunaer Str. 5, 01069 Dresden",51.0494946,13.7462341,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJC5EpXxTPCUcR6AjWxqKmARA,Lidl,"Schlesischer Pl. 1, 01097 Dresden",51.06507379999999,13.7405512,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJHSyxrnnPCUcRnQbmu2lr0KE,Lidl,"Löbtauer Str. 26, 01159 Dresden",51.05283739999999,13.7151198,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJkQQhm1DICUcRIPz-GYXNJP0,Lidl,"Bautzner Landstraße 112, 01324 Dresden",51.06145249999999,13.844687400000002,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJpXekZn3OCUcR8N5FB071fzE,Lidl,"Ludwig-Kossuth-Straße 49, 01109 Dresden",51.11722469999999,13.7421845,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJCSDfoO3PCUcRjZYemJRtHhM,Lidl,"Cossebauder Str. 6, 01157 Dresden",51.06064869999999,13.680945499999998,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJreUSawjPCUcRr9bcUQzIRK8,Lidl,"Leipziger Str. 76, 01127 Dresden",51.0743421,13.723646300000002,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJWdgbiRnPCUcR1WUB68_UAbI,Netto Filiale,"Königsbrücker Str. 28, 01099 Dresden",51.0674157,13.7476913,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJPfHuKz_PCUcRctlRzGE3PaU,REWE,"Bautzner Str. 31, 01099 Dresden",51.0630929,13.7528036,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJMW1Nbz3PCUcRboFkZQ7gFV0,REWE,"Königsbrücker Str. 62, 01099 Dresden",51.0702465,13.7502693,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJYdG0u4rFCUcR_upAre5rmd4,REWE,"Prager Str. 1, 01069 Dresden",51.0416658,13.7342244,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJz384aBjPCUcRnLNiCm9aLrk,REWE,"Schweriner Str. 12, 01067 Dresden",51.05202629999999,13.729447500000001,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJLUHa857OCUcRjw6rg9IdubA,REWE,"Travemünder Str. 3, 01109 Dresden",51.1200358,13.769182999999998,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJMX3eq4rFCUcRY2KxRzlg4qo,Saigon Mini-Markt,"Prager Str. 2A, 01069 Dresden",51.0415423,13.734632199999998,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,supermarket,ChIJB8vk1z_PCUcRrRbfrGIRo7Y,Simmel Center Dresden,"Antonstraße 2A, 01097 Dresden",51.064316,13.745815099999998,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,tourist information,ChIJHSD_PGrPCUcRwauT1i0VenE,Golden Rider,"Neustädter Markt 14, 01097 Dresden, Germany",51.058131,13.7413297,Europe/Berlin,3600,3600
Dresden,Germany,DE,51.033333,13.733332999999998,train station,ChIJHQaglIrFCUcRKf1lbzKbJ0k,Dresden Central Station,"Wiener Platz 4, 01069 Dresden",51.0405029,13.731419099999998,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJfz6Rim2GsUcRPFzt8Q1jJkM,BAUHAUS,"Kieler Str. 499, 22525 Hamburg",53.5961449,9.9208121,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJw30y4aGIsUcRwo7s_OgI8QQ,BAUHAUS,"Alte Kollaustraße 44-46, 22529 Hamburg",53.60413639999999,9.9648871,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJLf1oALP0sUcRM40xND5mAdg,BAUHAUS,"Rahlstedter Str. 2, 22885 Barsbüttel",53.57588929999999,10.1941629,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJ8bCmgWSJsUcRDO7psM7zKfA,BAUHAUS Hamburg-Bramfeld,"Bramfelder Chaussee 136, 22177 Hamburg",53.6037031,10.0725721,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJU13t06KRsUcRxVo7Ba3cQEw,BAUHAUS Hamburg-Harburg,"Schlachthofstraße 1, 21079 Hamburg",53.4596584,9.9930918,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJqSTYZiaEsUcR9yH9Fl0VVBg,BAUHAUS Hamburg-Lurup,"Rugenbarg 252, 22549 Hamburg",53.5858725,9.8739404,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJlapQX6ONsUcRgwIxnDX-1r8,BAUHAUS Hamburg-Moorfleet,"Unterer Landweg 77, 22113 Hamburg",53.51162220000001,10.0924117,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJV8hGp_mLsUcRMbpXvWGGdOs,BAUHAUS Hamburg-Wandsbek,"Wandsbeker Zollstraße 95, 22041 Hamburg",53.57642289999999,10.0811944,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJe13K4AKIsUcRAbFxWu7RNqE,Bauhaus AG,"Tarpen 19, 22419 Hamburg",53.66462110000001,9.9940475,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJrclrKrmMsUcRgt_7aUVbgIc,Globus Baumarkt Oststeinbek,"Willinghusener Weg 3, 22113 Oststeinbek",53.5471899,10.1572478,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJZ_OVnTiRsUcRZedUhhZZl3g,tedox KG,"Winsener Str. 233, 21077 Hamburg",53.42093000000001,9.98201,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJV0qxe-yLsUcRUAusxcT2Iy0,toom Baumarkt,"Am Stadtrand 31-33, 22047 Hamburg",53.5873156,10.0986438,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJAWHY3UuAsUcRaQrCEm_oVnY,toom Baumarkt,"Westring 10, 25421 Pinneberg",53.64753169999999,9.7699907,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,hardware store,ChIJ5fGSyJ8fskcR3o95I3UFtjo,toom Baumarkt,"Beimoorweg 17b, 22926 Ahrensburg",53.6817883,10.256347900000002,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJcZuAuHOJsUcRela65XX4UYk,City Center Steilshoop,"Schreyerring 26, 22309 Hamburg",53.6111841,10.0583147,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJobQ842CGsUcRxUWO50fzwKY,Eidelstedt CENTER,"Alte Elbgaustraße 1, 22523 Hamburg",53.60699079999999,9.9048139,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJjYqqdj-EsUcRGrw8YGue8PE,Elbe Einkaufszentrum,"Elbe-Einkaufszentrum, Osdorfer Landstraße 131-135, 22609 Hamburg",53.57013999999999,9.86233,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJxdLszMSIsUcRRQL1vFwDYho,Forum Winterhude,"Winterhuder Marktpl. 6-7, 22299 Hamburg",53.594334200000006,10.001093899999999,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJa-60BDyIsUcRqdEFWQE2Eh4,LA HO MA - living plaza,"Langenhorner Markt 12, 22415 Hamburg",53.6498838,10.0134704,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJdY9zQCKOsUcR9wyRnCXgI4A,LunaCenter,"Wilhelm-Strauß-Weg 2B, 21109 Hamburg",53.4979747,10.0088726,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJCajrsOKYY0ERxQeykt3PN18,Marktkauf-Center Hamburg,"Seeveplatz 1, 21073 Hamburg",53.457830099999995,9.9869672,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJ_cVdrH6JsUcRGs57p2ZqBAw,Marktplatz Galerie,"Bramfelder Chaussee 230, 22177 Hamburg",53.61223829999999,10.0760725,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJu7gj_4WFsUcRx1ewGWreVNI,Mercado,"Ottenser Hauptstraße 10, 22765 Hamburg",53.55291920000001,9.9313361,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJKW2sCL2IsUcRCWvIAA2Nwzk,Nedderfeld Center,"Nedderfeld 70, 22529 Hamburg",53.60102239999999,9.9750316,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJQcOipS-PsUcRBZT2tLExUmk,Pöseldorf Center,"Mittelweg 130, 20148 Hamburg",53.57098269999999,9.9955394,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJ-QZbgxyLsUcRXxR0LMzjf08,Rahlstedt Center,"Wariner Weg 1, 22143 Hamburg",53.60476559999999,10.1580732,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJq8F0TvSYY0ERwxi_Vin-x-w,Süderelbe-Einkaufszentrum,"Cuxhavener Str. 344, 21149 Hamburg",53.4728337,9.852642,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,mall,ChIJq1HvPeGOsUcRA6As5UQjPCU,Wandelhalle Hamburg,"Glockengießerwall 8, 20095 Hamburg",53.55343449999999,10.0063708,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,park,ChIJO-AENtGFsUcRVGaiFbHuGTA,Altonaer Volkspark,"August-Kirch-Straße 19, 22525 Hamburg",53.57828570000001,9.896101000000002,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,park,ChIJmR63yaaOsUcR_v3zZ7UUhrc,Hammer Park,"Hammerpark, 20535 Hamburg",53.55880620000001,10.0576894,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,park,ChIJR7wBra-OsUcR8JkeKbuQxro,Jacobi Park,"Tonistraße 7, 22089 Hamburg",53.5666053,10.0542068,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,park,ChIJP6N005yMsUcRGAuJXOfSiHE,Öjendorfer Park,"Barsbütteler Weg 49, 22117 Hamburg",53.5573636,10.145107199999998,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,shopping,ChIJGxWh96-RsUcRTKhZ0cbqZCY,Harburg Arcaden,"Lüneburger Str. 39, 21073 Hamburg",53.4601108,9.9815129,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,shopping,ChIJ69Bz6hyPsUcR29st2KnV-NM,Lurup-Center,"Eckhoffpl. 1, 22547 Hamburg",53.5916902,9.8737459,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,sights,ChIJUcKN03SPsUcRXJajXOTjDos,Alter Elbtunnel,"Bei den St. Pauli-Landungsbrücken, 20457 Hamburg",53.5416,9.9665001,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,sights,ChIJZUoK3SKNsUcRnj3w7cX3bcI,Boberger Niederung Nature Reserve,"Boberger Furt 50, 21033 Hamburg",53.515660700000005,10.1415055,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,sights,ChIJnQn-7D2PsUcRXC53QWChQkM,Planten un Blomen,"Marseiller Str., 20355 Hamburg",53.5602415,9.9822043,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,sights,ChIJG-VZ-CeJsUcRxTADPx0XEcg,Stadtpark,Hamburg,53.5969843,10.0206957,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,street market,ChIJdZHkypHysUcRf_uDvEJ_QXo,OBI Markt Hamburg-Bergedorf,"Kurt-A.-Körber-Chaussee 9, 21033 Hamburg, Germany",53.48825400000001,10.2002438,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,street market,ChIJwUcn-OaOsUcRN_7XlSdINik,PENNY,"Steindamm 22, 20099 Hamburg, Germany",53.55312989999999,10.012081599999998,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,street market,ChIJ21rP6muPsUcRyS9nTqd1z1w,Rindermarkthalle,"Neuer Kamp 31, 20359 Hamburg, Germany",53.55637669999999,9.9660319,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJacls6nKPsUcR6kYEYnQSiXQ,ALDI,"Zirkusweg 4 - 6, 20359 Hamburg",53.547702,9.966111999999999,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJ__4yjgKJsUcRxvfkIVW4U_o,ALDI Hamburg-Alsterdorf,"Alsterdorfer Markt 4, 22297 Hamburg",53.6123628,10.0246363,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJjYCz-G6PsUcRfjAqDv3I1fw,E aktiv markt Herwig Holst,"Paul-Roosen-Straße 8, 22767 Hamburg",53.55296800000001,9.9598725,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJK22uuGuPsUcRT9Aq75HGFO8,E center St. Pauli,"Neuer Kamp 31, 20359 Hamburg",53.556557700000006,9.9657257,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJtXo5ldWIsUcRG1sWIPfjFd4,EDEKA Niemerszein am Mühlenkamp,"Mühlenkamp 45, 22303 Hamburg",53.5828073,10.0101285,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJS-2klBmPsUcR3fiVHQfZDx8,EDEKA Struve,"Große Bleichen 30, 20354 Hamburg",53.5534201,9.9888652,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJJ3wLNxuPsUcRgQUAdv042Lo,Edeka Struve - Großer Burstah,"Großer Burstah 31, 20457 Hamburg",53.5482654,9.9889888,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJFQh-skiJsUcR2Pi1N-btYN0,Lidl,"Steindamm 94, 20099 Hamburg",53.55541179999999,10.0173547,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJbdy_5HGPsUcR7LuXdLOclUs,PENNY,"Reeperbahn 108-114, 20359 Hamburg",53.54975970000001,9.96057,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJrSnVkxGPsUcRKoR3hP33EQM,REWE,"Neuer Steinweg 18, 20459 Hamburg",53.550318,9.9772546,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJgUXpYO-IsUcRmcBGjoGpMVo,REWE,"Alsterdorfer Str. 255, 22297 Hamburg",53.60764720000001,10.0057689,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJwxEff0KPsUcReUATA68Ecvk,REWE,"Schulterblatt 49, 20357 Hamburg",53.56104449999999,9.9625484,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJCQm1YuGOsUcRF2BXUS8jyxw,REWE,"Mönckebergstraße 2-4, 20095 Hamburg",53.551924,10.005078,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJh3sCEsuOsUcRCMhfUo3m-pM,REWE,"Hamburger Str. 19-47, 22083 Hamburg",53.5732054,10.0315354,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJ-9jMG4-DsUcRO0ksCWzwwF0,REWE,"Sülldorfer Kirchenweg 2, 22587 Hamburg",53.5645839,9.8140285,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJlYb4xUyPsUcRvCrf9YXOYuM,REWE,"Eppendorfer Weg 192, 20253 Hamburg",53.5812816,9.9709738,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJw_5KTOOFsUcRj69PBgxH8mE,REWE,"Arminiusstraße 2-4A, 22525 Hamburg",53.580490100000006,9.9351217,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJKST9_faFsUcR4UBlU6Grxfk,REWE,"Kieler Str. 101, 22769 Hamburg",53.5706546,9.942561300000001,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJ_UCbKY6FsUcRa2T7uD1zx8A,REWE,"Barnerstraße 44-46, 22765 Hamburg",53.556020700000005,9.926634,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,supermarket,ChIJLVpNFteIsUcRuioQtaLrogg,REWE Center,"Dorotheenstraße 116, 22301 Hamburg",53.58708000000001,10.0054893,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,tourist information,ChIJT8RwZwaPsUcRhkKYaCqr5LI,Elbphilharmonie Hamburg,"Platz der Deutschen Einheit 4, 20457 Hamburg, Germany",53.54133059999999,9.9841274,Europe/Berlin,3600,3600
Hamburg,Germany,DE,53.565278,10.001389,tourist information,ChIJL8-shxuPsUcRYwJK6K8knT8,Townhall,"Rathausmarkt 1, 20095 Hamburg, Germany",53.55038339999999,9.9923686,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,hardware store,ChIJeQlIGGx0nkcRrdL5G5GP84s,BAUHAUS,"Maria-Probst-Straße 50, 80939 München",48.1971898,11.6075434,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,hardware store,ChIJmf_l4x92nkcRsThUXWmh6B0,BAUHAUS München,"Landsberger Str. 175-179, 80687 München",48.13945620000001,11.524703,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJfa-WuEPWnUcR0v3wCoZ4sms,City Galerie Einkaufszentrum,"Gabriele-Münter-Straße 2, 82110 Germering",48.129630999999996,11.3662716,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJAw7I-H53nkcRDvWeNO4vG6w,EVER.S,"Oertelplatz 13, 80999 München",48.18936,11.4674596,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJ_9SHCPl1nkcRn0XtfIQGjd0,Einkaufsbahnhof München Hbf,"Bayerstraße 10A, 80335 München",48.1395754,11.5592322,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJr6plxHTgnUcRb516lcaqGE0,Einkaufszentrum Life München,"Albert-Schweitzer-Straße 78, 81735 München",48.1065537,11.6453917,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJEXHxc_V1nkcRhrpiaHG_Wk0,Hofstatt,"Sendlinger Str. 10, 80331 München",48.1362286,11.5714099,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJTcs3MXzfnUcRGE5Z31soDCg,MOTORAMA Ladenstadt,"Rosenheimer Str. 30, 81669 München",48.1301739,11.5908562,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJQ4e2s7N2nkcRe7EjJGUlK4Y,Mira,"Schleißheimer Str. 506, 80933 München",48.2128609,11.5636506,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJW3aVA_d2nkcRC7bUgtOUhvM,Mona München,"Pelkovenstraße 143/147, 80992 München",48.1825232,11.5306179,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJT-r97HbgnUcRognMv0MZjns,PEP München-Neuperlach,"Thomas-Dehler-Straße 10, 81737 München",48.1010958,11.6446497,Europe/Berlin,3600,3600
Munich,Germany,DE,48.133333,11.566667,mall,ChIJ8eS91uJ3nkcR_-7lErpLAZM,Pasing Arcaden,"Pasinger Bahnhofspl. 5, 81241 München",48.1477884,11.4637835,Europe/Berlin,3600,3600
